product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,Total_rating_score,type,name
"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces - Black",Electronics|WearableTechnology|SmartWatches,621.3259064,3315.5343064000003,81,4.2,22638,95079.6,Electronics,SmartWatches
Boult Audio BassBuds X1 in-Ear Wired Earphones with 10mm Extra Bass Driver and HD Sound with mic(Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",136.3683944,414.0791064,67,3.9,77027,300405.3,Electronics,In-Ear
Dell KB216 Wired Multimedia USB Keyboard with Super Quite Plunger Keys with Spill-Resistant – Black,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",227.5569864,745.6739864,69,4.3,28829,123964.7,Computers&Accessories,Keyboards
"Fire-Boltt India's No 1 Smartwatch Brand Talk 2 Bluetooth Calling Smartwatch with Dual Button, Hands On Voice Assistance, 60 Sports Modes, in Built Mic & Speaker with IP68 Rating",Electronics|WearableTechnology|SmartWatches,911.4714264,4144.5215064,78,4.2,29478,123807.6,Electronics,SmartWatches
"Dell MS116 1000Dpi USB Wired Optical Mouse, Led Tracking, Scrolling Wheel, Plug and Play.","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",123.93358640000001,269.42084,54,4.5,33176,149292.0,Computers&Accessories,Mice
Boya ByM1 Auxiliary Omnidirectional Lavalier Condenser Microphone with 20ft Audio Cable (Black),MusicalInstruments|Microphones|Condenser,330.7658928,826.9147320000001,60,4.0,68664,274656.0,MusicalInstruments,Condenser
"Wayona Nylon Braided USB to Lightning Fast Charging and Data Sync Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini (3 FT Pack of 1, Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,165.3829464,455.5284664,64,4.2,24269,101929.8,Computers&Accessories,USBCables
"Duracell Ultra Alkaline AA Battery, 8 Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,110.2552976,130.565484,16,4.5,28030,126135.0,Electronics,DisposableBatteries
Classmate Octane Neon- Blue Gel Pens(Pack of 5)|Smooth Writing Pen|Attractive body colour for Boys & Girls|Waterproof ink for smudge free writing|Preferred by Students for Exam|Study at home essential,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",20.72468,20.72468,0,4.3,5792,24905.6,OfficeProducts,GelInkRollerballPens
"3M Scotch Double Sided Heavy Duty Tape(1m holds 4.5Kgs) for indoor hanging applications (Photo frames, Mirrors, Key Holders, Car Interiors, Extension Boards, Wall decoration, etc)(L: 3m, W: 24mm)",Home&Kitchen|CraftMaterials|Scrapbooking|Tape,53.884168,68.391444,21,3.9,14778,57634.2,Home&Kitchen,Tape
boAt Bassheads 152 in Ear Wired Earphones with Mic(Active Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",186.10762640000002,534.696744,65,4.1,91770,376256.99999999994,Electronics,In-Ear
"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,1657.5599064,7045.976706400001,76,4.3,17162,73796.59999999999,Electronics,SmartWatches
"boAt BassHeads 122 Wired Earphones with Heavy Bass, Integrated Controls and Mic (Gun Metal)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",165.3829464,534.696744,69,4.2,206,865.2,Electronics,In-Ear
"Dell USB Wireless Keyboard and Mouse Set- KM3322W, Anti-Fade & Spill-Resistant Keys, up to 36 Month Battery Life, 3Y Advance Exchange Warranty, Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",579.8765464,1035.4050128000001,44,4.2,33717,141611.4,Computers&Accessories,Keyboard&MouseSets
"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Type C Cable for Smartphones, Tablets, Laptops & other Type C devices, PD Technology, 480Mbps Data Sync, Quick Charge 3.0 (RCT15A, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,82.4842264,144.6582664,43,4.0,43994,175976.0,Computers&Accessories,USBCables
"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,82.4842264,414.0791064,80,3.9,7928,30919.2,Computers&Accessories,USBCables
"Noise ColorFit Pro 4 Advanced Bluetooth Calling Smart Watch with 1.72"" TruView Display, Fully-Functional Digital Crown, 311 PPI, 60Hz Refresh Rate, 500 NITS Brightness (Charcoal Black)",Electronics|WearableTechnology|SmartWatches,1242.6518128,2486.5471064000003,50,4.1,5179,21233.899999999998,Electronics,SmartWatches
"Seagate Expansion 1TB External HDD - USB 3.0 for Windows and Mac with 3 yr Data Recovery Services, Portable Hard Drive (STKM1000400)",Computers&Accessories|ExternalDevices&DataStorage|ExternalHardDisks,1698.5947728,2072.0535064,18,4.5,50810,228645.0,Computers&Accessories,ExternalHardDisks
"HP w100 480P 30 FPS Digital Webcam with Built-in Mic, Plug and Play Setup, Wide-Angle View for Video Calling on Skype, Zoom, Microsoft Teams and Other Apps (Black)",Electronics|Cameras&Photography|VideoCameras,206.83230640000002,828.5727064,75,3.7,3369,12465.300000000001,Electronics,VideoCameras
"ZEBRONICS Zeb-Dash Plus 2.4GHz High Precision Wireless Mouse with up to 1600 DPI, Power Saving Mode, Nano Receiver and Plug & Play Usage - USB","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",123.93358640000001,186.10762640000002,33,3.5,11827,41394.5,Computers&Accessories,Mice
"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,136.3683944,289.7310264,53,4.2,94364,396328.8,Computers&Accessories,USBCables
Zebronics Zeb-Companion 107 USB Wireless Keyboard and Mouse Set with Nano Receiver (Black),"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",289.7310264,414.0791064,30,3.5,15295,53532.5,Computers&Accessories,Keyboard&MouseSets
"SYVO WT 3130 Aluminum Tripod (133CM), Universal Lightweight Tripod with Mobile Phone Holder Mount & Carry Bag for All Smart Phones, Gopro, Cameras - Brown",Electronics|Cameras&Photography|Accessories|Tripods&Monopods|Tabletop&TravelTripods,331.18038640000003,1653.8294640000001,80,4.3,27139,116697.7,Electronics,Tabletop&TravelTripods
"Boult Audio Airbass Z20 True Wireless, 40H Battery Life, Zen ENC Mic, Type-C Lightning Boult Fast Charging (10Mins=100Mins), BoomX Tech Bass, ENC, IPX5 in Ear Earbuds with mic (Green)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",579.8765464,2279.3003064,75,3.9,9504,37065.6,Electronics,In-Ear
"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,63.832014400000006,165.3829464,61,4.2,16905,71001.0,Computers&Accessories,USBCables
"SanDisk Ultra Flair 64GB USB 3.0 Pen Drive, Multicolor",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,215.1221784,559.56636,62,4.3,30058,129249.4,Computers&Accessories,PenDrives
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Charcoal Black)",Electronics|WearableTechnology|SmartWatches,952.9207864,3311.803864,71,4.2,69619,292399.8,Electronics,SmartWatches
"Tygot Bluetooth Extendable Selfie Sticks with Wireless Remote and Tripod Stand, 3-in-1 Multifunctional Selfie Stick with Tripod Stand Compatible with iPhone/OnePlus/Samsung/Oppo/Vivo and All Phones",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,165.3829464,828.5727064,80,4.0,3382,13528.0,Electronics,SelfieSticks
"boAt Rockerz 330 in-Ear Bluetooth Neckband with Upto 30 Hours Playtime, ASAP  Charge, Signature Sound, Dual Pairing & IPX5 with Mic (Active Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",621.3259064,1653.8294640000001,62,4.1,109864,450442.39999999997,Electronics,In-Ear
"Casio FX-991ES Plus-2nd Edition Scientific Calculator, Black",OfficeProducts|OfficeElectronics|Calculators|Scientific,536.769212,536.769212,0,4.5,5760,25920.0,OfficeProducts,Scientific
"TP-Link AC750 Wifi Range Extender | Up to 750Mbps | Dual Band WiFi Extender, Repeater, Wifi Signal Booster, Access Point| Easy Set-Up | Extends Wifi to Smart Home & Alexa Devices (RE200)",Computers&Accessories|NetworkingDevices|Repeaters&Extenders,782.9784104,2279.3003064,66,4.2,49551,208114.2,Computers&Accessories,Repeaters&Extenders
boAt Bassheads 242 in Ear Wired Earphones with Mic(Blue),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",188.59458800000002,617.595464,69,4.1,161677,662875.7,Electronics,In-Ear
"DIGITEK® (DTR 260 GT) Gorilla Tripod/Mini 33 cm (13 Inch) Tripod for Mobile Phone with Phone Mount & Remote, Flexible Gorilla Stand for DSLR & Action Cameras",Electronics|Cameras&Photography|Accessories|Tripods&Monopods|TripodLegs,165.3829464,412.421132,60,3.9,21372,83350.8,Electronics,TripodLegs
"Samsung EVO Plus 128GB microSDXC UHS-I U3 130MB/s Full HD & 4K UHD Memory Card with Adapter (MB-MC128KA), Blue",Electronics|Accessories|MemoryCards|MicroSD,438.9487224,1657.5599064,74,4.3,140035,602150.5,Electronics,MicroSD
"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,61.759546400000005,414.4936,85,3.9,24870,96993.0,Computers&Accessories,USBCables
HP 805 Black Original Ink Cartridge,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",297.1919112,315.4296296,6,4.0,7199,28796.0,Computers&Accessories,InkjetInkCartridges
Sounce Spiral Charger Cable Protector Data Cable Saver Charging Cord Protective Cable Cover Headphone MacBook Laptop Earphone Cell Phone Set of 3 (Cable Protector (12 Units)),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|CableConnectionProtectors,41.0348664,414.0791064,90,4.0,1396,5584.0,Computers&Accessories,CableConnectionProtectors
GIZGA essentials Universal Silicone Keyboard Protector Skin for 15.6-inches Laptop (5 x 6 x 3 inches),"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|DustCovers",16.1652504,123.93358640000001,87,3.5,15233,53315.5,Computers&Accessories,DustCovers
SanDisk Ultra 128 GB USB 3.0 Pen Drive (Black),Computers&Accessories|ExternalDevices&DataStorage|PenDrives,368.4848104,1036.2340000000002,64,4.3,55747,239712.09999999998,Computers&Accessories,PenDrives
"Boult Audio ZCharge Bluetooth Wireless in Ear Earphones with Mic, 40H Playtime and Super Fast Charging, Environmental Noise Cancellation for Pro+ Calling and IPX5 Water Resistant (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",496.9778264,2072.0535064,76,3.8,14961,56851.799999999996,Electronics,In-Ear
"Dell WM118 Wireless Mouse, 2.4 Ghz with USB Nano Receiver, Optical Tracking, 12-Months Battery Life, Ambidextrous, Pc/Mac/Laptop - Black.","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",235.8468584,538.4271864,56,4.4,9275,40810.0,Computers&Accessories,Mice
"Boult Audio AirBass PowerBuds with Inbuilt Powerbank, 120H Total Playtime, IPX7 Fully Waterproof, Lightning Boult Type-C Fast Charging, Low Latency Gaming, TWS Earbuds with Pro+ Calling Mic (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",621.3259064,3730.0279064,83,3.7,28324,104798.8,Electronics,In-Ear
Eveready 1015 Carbon Zinc AA Battery - 10 Pieces,Electronics|GeneralPurposeBatteries&BatteryChargers|DisposableBatteries,61.759546400000005,74.60884800000001,17,4.4,644,2833.6000000000004,Electronics,DisposableBatteries
Zebronics Zeb-Transformer-M Optical USB Gaming Mouse with LED Effect(Black),Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,165.3829464,227.5569864,27,4.4,18139,79811.6,Computers&Accessories,GamingMice
"PIDILITE Fevicryl Acrylic Colours Sunflower Kit (10 Colors x 15 ml) DIY Paint, Rich Pigment, Non-Craking Paint for Canvas, Wood, Leather, Earthenware, Metal, Diwali Gifts for Diwali",Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,79.16827760000001,93.26106,15,4.4,7203,31693.200000000004,Home&Kitchen,Paints
"STRIFF Mpad Mouse Mat 230X190X3mm Gaming Mouse Pad, Non-Slip Rubber Base, Waterproof Surface, Premium-Textured, Compatible with Laser and Optical Mice(Universe Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",53.4696744,414.0791064,87,4.2,491,2062.2000000000003,Computers&Accessories,MousePads
"Gizga Essentials Hard Drive Case Shell, 6.35cm/2.5-inch, Portable Storage Organizer Bag for Earphone USB Cable Power Bank Mobile Charger Digital Gadget Hard Disk, Water Resistance Material, Black",Computers&Accessories|Accessories&Peripherals|HardDiskBags,82.4842264,248.2816664,67,4.5,13568,61056.0,Computers&Accessories,HardDiskBags
"Boult Audio FXCharge with ENC, 32H Playtime, 5min=7H Type C Fast Charging, Zen ENC, 14.2 mm BoomX Rich Bass, IPX5, Bluetooth Wireless in Ear Earphones Neckband with mic (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",414.0791064,1864.8067064000002,78,3.8,3390,12882.0,Electronics,In-Ear
"Boult Audio Probass Curve Bluetooth Wireless in Ear Earphones with Mic with Ipx5 Water Resistant, 12H Battery Life & Extra Bass (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",372.6297464,1864.8067064000002,80,3.8,103052,391597.6,Electronics,In-Ear
"Ambrane 20000mAh Power Bank with 20W Fast Charging, Triple Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable (Stylo-20k, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,745.6739864,1035.8195064000001,28,4.1,18678,76579.79999999999,Electronics,PowerBanks
"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,73.212004568,206.83230640000002,65,4.1,15189,62274.899999999994,Computers&Accessories,USBCables
"Casio FX-82MS 2nd Gen Non-Programmable Scientific Calculator, 240 Functions and 2-line Display, Black",OfficeProducts|OfficeElectronics|Calculators|Scientific,216.3656592,227.97148,5,4.4,12179,53587.600000000006,OfficeProducts,Scientific
"Tygot 10 Inches Big LED Ring Light for Camera, Phone tiktok YouTube Video Shooting and Makeup, 10"" inch Ring Light with 7 Feet Long Foldable and Lightweight Tripod Stand",Electronics|Cameras&Photography|Flashes|Macro&RinglightFlashes,331.18038640000003,828.5727064,60,3.8,12958,49240.399999999994,Electronics,Macro&RinglightFlashes
"HP X200 Wireless Mouse with 2.4 GHz Wireless connectivity, Adjustable DPI up to 1600, ambidextrous Design, and 18-Month Long Battery Life. 3-Years Warranty (6VY95AA)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",282.2701416,496.9778264,43,4.2,8258,34683.6,Computers&Accessories,Mice
Oakter Mini UPS for 12V WiFi Router Broadband Modem | Backup Upto 4 Hours | WiFi Router UPS Power Backup During Power Cuts | UPS for 12V Router Broadband Modem | Current Surge & Deep Discharge Protection,Computers&Accessories|NetworkingDevices,496.9778264,1446.582664,66,4.1,11716,48035.6,Computers&Accessories,NetworkingDevices
"TP-Link Archer AC1200 Archer C6 Wi-Fi Speed Up to 867 Mbps/5 GHz + 400 Mbps/2.4 GHz, 5 Gigabit Ports, 4 External Antennas, MU-MIMO, Dual Band, WiFi Coverage with Access Point Mode, Black",Computers&Accessories|NetworkingDevices|Routers,1035.8195064000001,2072.0535064,50,4.4,35024,154105.6,Computers&Accessories,Routers
"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation, Without Mic (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|Over-Ear",745.6739864,2072.0535064,64,4.1,55192,226287.19999999998,Electronics,Over-Ear
Xiaomi Mi Wired in Ear Earphones with Mic Basic with Ultra Deep Bass & Aluminum Alloy Sound Chamber (Black),"Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",177.8177544,248.2816664,28,4.1,119466,489810.6,Electronics,In-Ear
Zodo 8. 5 inch LCD E-Writer Electronic Writing Pad/Tablet Drawing Board (Paperless Memo Digital Tablet),"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|GraphicTablets",41.44936,206.83230640000002,80,3.5,9638,33733.0,Computers&Accessories,GraphicTablets
Zebronics ZEB-KM2100 Multimedia USB Keyboard Comes with 114 Keys Including 12 Dedicated Multimedia Keys & with Rupee Key,"Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",136.3683944,165.3829464,18,3.6,33735,121446.0,Computers&Accessories,Keyboards
MI Usb Type-C Cable Smartphone (Black),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,94.9190344,123.93358640000001,23,4.3,30411,130767.29999999999,Computers&Accessories,USBCables
"ZEBRONICS Zeb-Comfort Wired USB Mouse, 3-Button, 1000 DPI Optical Sensor, Plug & Play, for Windows/Mac, Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",57.614610400000004,123.93358640000001,54,3.8,3044,11567.199999999999,Computers&Accessories,Mice
"boAt Rockerz 370 On Ear Bluetooth Headphones with Upto 12 Hours Playtime, Cozy Padded Earcups and Bluetooth v5.0, with Mic (Buoyant Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",496.9778264,1035.8195064000001,52,4.0,33584,134336.0,Electronics,On-Ear
"ZEBRONICS Zeb-Astra 20 Wireless BT v5.0 Portable Speaker with 10W RMS Output, TWS, 10H Backup Approx, Built in Rechargeable Battery FM Radio, AUX, mSD, USB, Call Function and Dual 52mm Drivers Multi",Electronics|HomeAudio|Speakers|BluetoothSpeakers,434.80378640000004,952.9207864,54,3.9,1779,6938.099999999999,Electronics,BluetoothSpeakers
"Gizga Essentials Spiral Cable Protector Cord Saver for Mac Charger, iPhone Charger, Wire Protector, Lightweight Durable Flexible Wire Winder for Charging Cables, Data Cables, Earphones, Pack of 10",Electronics|Mobiles&Accessories|MobileAccessories|Décor,49.3247384,123.93358640000001,60,4.1,5999,24595.899999999998,Electronics,Décor
Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,63.832014400000006,140.5133304,55,4.3,13391,57581.299999999996,Computers&Accessories,USBCables
Panasonic CR-2032/5BE Lithium Coin Battery - Pack of 5,Electronics|GeneralPurposeBatteries&BatteryChargers,93.26106,103.6234,10,4.4,26556,116846.40000000001,Electronics,GeneralPurposeBatteries&BatteryChargers
MemeHo® Smart Standard Multi-Purpose Laptop Table with Dock Stand/Study Table/Bed Table/Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs/Engineered Wood with Cup Holder (Black),Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,271.9078016,621.3259064,56,4.3,25903,111382.9,Computers&Accessories,Lapdesks
"SanDisk Ultra Dual Drive Go USB Type C Pendrive for Mobile (Black, 128 GB, 5Y - SDDDC3-128G-I35)",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,459.67340240000004,1160.5820800000001,60,4.3,53464,229895.19999999998,Computers&Accessories,PenDrives
"boAt Xtend Smartwatch with Alexa Built-in, 1.69” HD Display, Multiple Watch Faces, Stress Monitor, Heart & SpO2 Monitoring, 14 Sports Modes, Sleep Monitor, 5 ATM & 7 Days Battery(Pitch Black)",Electronics|WearableTechnology|SmartWatches,1243.0663064,3311.803864,62,4.1,48448,198636.8,Electronics,SmartWatches
"Tizum Mouse Pad/ Computer Mouse Mat with Anti-Slip Rubber Base | Smooth Mouse Control | Spill-Resistant Surface for Laptop, Notebook, MacBook, Gaming, Laser/ Optical Mouse, 9.4”x 7.9”, Multicolored","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",70.04941840000001,123.93358640000001,43,4.4,5176,22774.4,Computers&Accessories,MousePads
Epson 003 65 ml for EcoTank L1110/L3100/L3101/L3110/L3115/L3116/L3150/L3151/L3152/L3156/L5190 Black Ink Bottle,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",128.0785224,167.4554144,24,4.4,8614,37901.600000000006,Computers&Accessories,InkjetInkCartridges
"ZEBRONICS Zeb-Thunder Bluetooth Wireless Over Ear Headphone FM, mSD, 9 hrs Playback with Mic (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",248.2816664,579.8765464,57,3.8,60026,228098.8,Electronics,On-Ear
"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboards",123.93358640000001,248.2816664,50,3.8,3066,11650.8,Computers&Accessories,Keyboards
"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,186.10762640000002,414.0791064,55,4.0,2102,8408.0,Computers&Accessories,Lapdesks
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",331.18038640000003,536.769212,38,4.4,34852,153348.80000000002,Computers&Accessories,Mice
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot","Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",90.7740984,290.14552000000003,69,4.4,426972,1878676.8,Electronics,HDMICables
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages","OfficeProducts|OfficePaperProducts|Paper|Stationery|Notebooks,WritingPads&Diaries|WireboundNotebooks",65.0754952,66.318976,2,4.5,8618,38781.0,OfficeProducts,WireboundNotebooks
HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics|Accessories|MemoryCards|MicroSD,152.9481384,663.18976,77,4.0,32625,130500.0,Electronics,MicroSD
"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",248.2816664,372.6297464,33,4.0,4018,16072.0,Computers&Accessories,Mice
"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics|GeneralPurposeBatteries&BatteryChargers|RechargeableBatteries,198.54243440000002,248.2816664,20,4.3,11687,50254.1,Electronics,RechargeableBatteries
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,145.07276000000002,372.6297464,61,4.2,2262,9500.4,Computers&Accessories,USBCables
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",662.3607728000001,1239.3358640000001,47,3.8,11015,41857.0,Electronics,In-Ear
"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",Computers&Accessories|NetworkingDevices|NetworkAdapters|BluetoothAdapters,248.2816664,372.6297464,33,4.3,95116,408998.8,Computers&Accessories,BluetoothAdapters
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,65.9044824,165.3829464,60,4.1,4768,19548.8,Computers&Accessories,USBCables
"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&Accessories|ExternalDevices&DataStorage|PenDrives,538.4271864,1243.4808,57,4.3,23022,98994.59999999999,Computers&Accessories,PenDrives
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics|WearableTechnology|SmartWatches,662.7752664000001,2072.0535064,68,4.0,67951,271804.0,Electronics,SmartWatches
"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories|Accessories&Peripherals|Adapters|USBtoUSBAdapters,121.86111840000001,2072.0535064,94,4.3,4426,19031.8,Computers&Accessories,USBtoUSBAdapters
HP 682 Black Original Ink Cartridge,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",343.2007008,356.8789896,4,4.2,4567,19181.4,Computers&Accessories,InkjetInkCartridges
Logitech H111 Wired On Ear Headphones With Mic Black,"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",308.797732,329.52241200000003,6,4.0,13797,55188.0,Electronics,On-Ear
"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics|Cameras&Photography|Accessories|Tripods&Monopods|CompleteTripodUnits,642.0505864,1034.161532,38,4.4,15137,66602.8,Electronics,CompleteTripodUnits
MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,144.6582664,165.3829464,13,4.4,18757,82530.8,Computers&Accessories,USBCables
